employee_id,first_name,last_name,email,phone,hire_date,department_id,position_id,manager_id,salary_grade,is_active,location,employment_type,created_at
196,Employee196,LastName196,employee196@company.com,+1-555-920-3621,2021-06-09,1,10,155.0,D,True,Branch1,Full-time,2025-08-03 11:46:10
197,Employee197,LastName197,employee197@company.com,+1-555-897-7001,2020-08-29,12,25,145.0,A,True,Remote,Part-time,2025-08-03 11:46:10
198,Employee198,LastName198,employee198@company.com,+1-555-554-2259,2021-01-15,19,9,135.0,C,False,Branch2,Contract,2025-08-03 11:46:10
199,Employee199,LastName199,employee199@company.com,+1-555-355-2858,2020-10-12,1,48,47.0,D,False,HQ,Part-time,2025-08-03 11:46:10
200,Employee200,LastName200,employee200@company.com,+1-555-366-8311,2022-03-04,7,40,73.0,D,True,HQ,Full-time,2025-08-03 11:46:10
201,Employee201,LastName201,employee201@company.com,+1-555-175-8406,2022-05-23,6,46,113.0,A,True,Branch2,Contract,2025-08-03 11:46:10
202,Employee202,LastName202,employee202@company.com,+1-555-663-9882,2020-03-07,10,20,40.0,B,True,Branch1,Full-time,2025-08-03 11:46:10
203,Employee203,LastName203,employee203@company.com,+1-555-911-3275,2020-07-24,8,32,6.0,C,True,Remote,Contract,2025-08-03 11:46:10
204,Employee204,LastName204,employee204@company.com,+1-555-726-2412,2020-05-12,3,20,101.0,D,False,Remote,Contract,2025-08-03 11:46:10
205,Employee205,LastName205,employee205@company.com,+1-555-228-6194,2020-03-16,3,29,119.0,E,True,Branch1,Contract,2025-08-03 11:46:10
206,Employee206,LastName206,employee206@company.com,+1-555-701-3981,2021-10-17,5,28,128.0,A,True,Branch1,Part-time,2025-08-03 11:46:10
207,Employee207,LastName207,employee207@company.com,+1-555-265-6286,2020-06-17,8,23,132.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
208,Employee208,LastName208,employee208@company.com,+1-555-664-5496,2021-10-12,5,41,77.0,E,True,Branch1,Contract,2025-08-03 11:46:10
209,Employee209,LastName209,employee209@company.com,+1-555-694-3526,2022-08-22,6,43,159.0,E,True,HQ,Full-time,2025-08-03 11:46:10
210,Employee210,LastName210,employee210@company.com,+1-555-146-5336,2020-03-24,7,50,146.0,D,True,Remote,Contract,2025-08-03 11:46:10
211,Employee211,LastName211,employee211@company.com,+1-555-396-5949,2021-07-12,16,16,206.0,D,True,Remote,Full-time,2025-08-03 11:46:10
212,Employee212,LastName212,employee212@company.com,+1-555-161-3589,2021-12-06,15,27,123.0,D,True,Branch2,Contract,2025-08-03 11:46:10
213,Employee213,LastName213,employee213@company.com,+1-555-420-6231,2020-05-27,12,26,33.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
214,Employee214,LastName214,employee214@company.com,+1-555-225-5382,2021-04-22,15,16,36.0,A,True,Branch2,Part-time,2025-08-03 11:46:10
215,Employee215,LastName215,employee215@company.com,+1-555-730-7850,2022-06-03,8,11,208.0,C,True,Branch1,Full-time,2025-08-03 11:46:10
216,Employee216,LastName216,employee216@company.com,+1-555-627-8648,2021-05-25,16,20,127.0,A,True,Remote,Contract,2025-08-03 11:46:10
217,Employee217,LastName217,employee217@company.com,+1-555-346-4524,2021-04-13,19,23,12.0,A,True,Remote,Contract,2025-08-03 11:46:10
218,Employee218,LastName218,employee218@company.com,+1-555-963-8710,2022-06-22,10,35,2.0,A,False,Branch1,Part-time,2025-08-03 11:46:10
219,Employee219,LastName219,employee219@company.com,+1-555-474-7606,2022-01-14,12,3,102.0,A,True,Branch2,Contract,2025-08-03 11:46:10
220,Employee220,LastName220,employee220@company.com,+1-555-175-7329,2020-10-22,17,29,195.0,E,True,HQ,Full-time,2025-08-03 11:46:10
221,Employee221,LastName221,employee221@company.com,+1-555-199-7453,2022-09-25,12,22,142.0,C,True,Branch1,Contract,2025-08-03 11:46:10
222,Employee222,LastName222,employee222@company.com,+1-555-511-9193,2021-06-05,2,3,9.0,B,True,Remote,Contract,2025-08-03 11:46:10
223,Employee223,LastName223,employee223@company.com,+1-555-252-9446,2021-04-12,5,21,156.0,C,True,Remote,Contract,2025-08-03 11:46:10
224,Employee224,LastName224,employee224@company.com,+1-555-962-5902,2022-01-27,19,22,129.0,E,False,Branch2,Part-time,2025-08-03 11:46:10
225,Employee225,LastName225,employee225@company.com,+1-555-117-7035,2022-04-15,11,44,28.0,D,True,HQ,Contract,2025-08-03 11:46:10
226,Employee226,LastName226,employee226@company.com,+1-555-371-4728,2021-04-30,2,38,122.0,B,False,Branch1,Contract,2025-08-03 11:46:10
227,Employee227,LastName227,employee227@company.com,+1-555-132-2800,2020-09-05,7,2,112.0,C,False,Branch1,Part-time,2025-08-03 11:46:10
228,Employee228,LastName228,employee228@company.com,+1-555-308-7723,2021-12-08,17,50,156.0,D,True,Branch1,Contract,2025-08-03 11:46:10
229,Employee229,LastName229,employee229@company.com,+1-555-674-6325,2020-07-31,16,34,96.0,C,True,Remote,Contract,2025-08-03 11:46:10
230,Employee230,LastName230,employee230@company.com,+1-555-659-6804,2020-12-16,9,40,123.0,B,True,Branch2,Contract,2025-08-03 11:46:10
231,Employee231,LastName231,employee231@company.com,+1-555-330-5876,2020-11-01,10,46,53.0,D,True,Remote,Part-time,2025-08-03 11:46:10
232,Employee232,LastName232,employee232@company.com,+1-555-914-5480,2021-07-27,10,8,146.0,E,False,Remote,Part-time,2025-08-03 11:46:10
233,Employee233,LastName233,employee233@company.com,+1-555-891-3399,2022-09-04,10,3,73.0,A,True,Remote,Contract,2025-08-03 11:46:10
234,Employee234,LastName234,employee234@company.com,+1-555-865-8849,2020-09-19,7,13,211.0,E,True,Branch2,Full-time,2025-08-03 11:46:10
235,Employee235,LastName235,employee235@company.com,+1-555-730-4920,2020-04-21,8,4,171.0,E,True,Branch1,Full-time,2025-08-03 11:46:10
236,Employee236,LastName236,employee236@company.com,+1-555-523-6411,2020-04-12,16,7,174.0,B,True,Branch1,Part-time,2025-08-03 11:46:10
237,Employee237,LastName237,employee237@company.com,+1-555-999-8793,2021-10-30,16,42,51.0,C,True,Branch2,Contract,2025-08-03 11:46:10
238,Employee238,LastName238,employee238@company.com,+1-555-887-2465,2020-03-01,19,15,136.0,A,True,Remote,Full-time,2025-08-03 11:46:10
239,Employee239,LastName239,employee239@company.com,+1-555-137-7504,2022-08-14,16,12,191.0,C,True,HQ,Part-time,2025-08-03 11:46:10
240,Employee240,LastName240,employee240@company.com,+1-555-717-2758,2021-08-04,11,19,116.0,E,False,Branch1,Contract,2025-08-03 11:46:10
241,Employee241,LastName241,employee241@company.com,+1-555-379-4159,2021-04-24,4,22,41.0,D,True,Branch1,Full-time,2025-08-03 11:46:10
242,Employee242,LastName242,employee242@company.com,+1-555-445-5833,2022-01-24,19,44,193.0,B,True,Remote,Part-time,2025-08-03 11:46:10
243,Employee243,LastName243,employee243@company.com,+1-555-435-2421,2021-06-11,13,43,24.0,B,True,Remote,Part-time,2025-08-03 11:46:10
244,Employee244,LastName244,employee244@company.com,+1-555-354-1111,2022-08-16,9,25,60.0,D,True,Branch2,Part-time,2025-08-03 11:46:10
245,Employee245,LastName245,employee245@company.com,+1-555-840-1187,2021-08-19,9,42,92.0,B,True,HQ,Part-time,2025-08-03 11:46:10
246,Employee246,LastName246,employee246@company.com,+1-555-263-7642,2020-11-10,17,46,197.0,C,True,Branch2,Part-time,2025-08-03 11:46:10
247,Employee247,LastName247,employee247@company.com,+1-555-326-4590,2021-09-21,5,31,39.0,D,True,Remote,Contract,2025-08-03 11:46:10
248,Employee248,LastName248,employee248@company.com,+1-555-582-9806,2021-07-16,7,49,63.0,E,True,Remote,Contract,2025-08-03 11:46:10
249,Employee249,LastName249,employee249@company.com,+1-555-470-2279,2021-12-21,19,8,15.0,E,True,Branch1,Full-time,2025-08-03 11:46:10
250,Employee250,LastName250,employee250@company.com,+1-555-974-9525,2020-12-01,15,8,174.0,B,False,HQ,Contract,2025-08-03 11:46:10
251,Employee251,LastName251,employee251@company.com,+1-555-928-1911,2021-04-01,15,9,131.0,D,False,HQ,Contract,2025-08-03 11:46:10
252,Employee252,LastName252,employee252@company.com,+1-555-788-6049,2021-04-18,1,26,65.0,A,True,HQ,Full-time,2025-08-03 11:46:10
253,Employee253,LastName253,employee253@company.com,+1-555-452-2044,2021-03-09,18,4,239.0,A,False,HQ,Part-time,2025-08-03 11:46:10
254,Employee254,LastName254,employee254@company.com,+1-555-284-3218,2021-02-22,14,24,228.0,D,False,Remote,Part-time,2025-08-03 11:46:10
255,Employee255,LastName255,employee255@company.com,+1-555-799-9835,2020-03-23,5,42,220.0,C,True,Branch1,Contract,2025-08-03 11:46:10
256,Employee256,LastName256,employee256@company.com,+1-555-641-3086,2021-02-06,8,1,11.0,C,False,Remote,Contract,2025-08-03 11:46:10
257,Employee257,LastName257,employee257@company.com,+1-555-943-4762,2021-01-23,8,30,177.0,B,True,Branch1,Contract,2025-08-03 11:46:10
258,Employee258,LastName258,employee258@company.com,+1-555-215-1527,2022-02-22,14,40,8.0,B,True,HQ,Full-time,2025-08-03 11:46:10
259,Employee259,LastName259,employee259@company.com,+1-555-134-8314,2021-08-31,20,44,24.0,B,True,Remote,Part-time,2025-08-03 11:46:10
260,Employee260,LastName260,employee260@company.com,+1-555-652-4559,2020-08-27,2,9,257.0,C,True,Branch2,Contract,2025-08-03 11:46:10
261,Employee261,LastName261,employee261@company.com,+1-555-891-6253,2021-09-04,8,20,73.0,E,True,Remote,Part-time,2025-08-03 11:46:10
262,Employee262,LastName262,employee262@company.com,+1-555-162-3869,2020-10-08,14,36,253.0,A,True,Remote,Contract,2025-08-03 11:46:10
263,Employee263,LastName263,employee263@company.com,+1-555-813-7821,2020-11-22,14,10,153.0,D,True,Remote,Full-time,2025-08-03 11:46:10
264,Employee264,LastName264,employee264@company.com,+1-555-330-5927,2022-05-19,5,30,29.0,E,False,Remote,Contract,2025-08-03 11:46:10
265,Employee265,LastName265,employee265@company.com,+1-555-237-7363,2021-06-26,8,17,104.0,C,True,Remote,Part-time,2025-08-03 11:46:10
266,Employee266,LastName266,employee266@company.com,+1-555-648-4120,2020-04-04,2,18,193.0,E,True,HQ,Full-time,2025-08-03 11:46:10
267,Employee267,LastName267,employee267@company.com,+1-555-879-4555,2022-04-03,16,14,170.0,C,True,Branch1,Full-time,2025-08-03 11:46:10
268,Employee268,LastName268,employee268@company.com,+1-555-859-2922,2022-09-12,16,16,104.0,D,True,Branch2,Part-time,2025-08-03 11:46:10
269,Employee269,LastName269,employee269@company.com,+1-555-577-9743,2021-01-24,12,20,133.0,C,False,Remote,Full-time,2025-08-03 11:46:10
270,Employee270,LastName270,employee270@company.com,+1-555-839-8692,2022-04-02,11,14,189.0,C,False,HQ,Contract,2025-08-03 11:46:10
271,Employee271,LastName271,employee271@company.com,+1-555-326-3390,2022-06-03,1,17,213.0,C,True,Branch1,Part-time,2025-08-03 11:46:10
272,Employee272,LastName272,employee272@company.com,+1-555-488-5026,2020-08-23,16,36,172.0,C,False,Remote,Part-time,2025-08-03 11:46:10
273,Employee273,LastName273,employee273@company.com,+1-555-850-6770,2020-06-21,6,9,250.0,B,True,HQ,Full-time,2025-08-03 11:46:10
274,Employee274,LastName274,employee274@company.com,+1-555-937-1794,2022-08-25,1,27,70.0,B,True,Branch1,Full-time,2025-08-03 11:46:10
275,Employee275,LastName275,employee275@company.com,+1-555-617-8471,2020-08-11,12,4,247.0,D,True,HQ,Contract,2025-08-03 11:46:10
276,Employee276,LastName276,employee276@company.com,+1-555-521-1194,2021-07-18,1,34,140.0,E,True,HQ,Contract,2025-08-03 11:46:10
277,Employee277,LastName277,employee277@company.com,+1-555-814-8054,2022-04-12,6,7,49.0,E,True,Branch1,Full-time,2025-08-03 11:46:10
278,Employee278,LastName278,employee278@company.com,+1-555-639-5135,2021-09-26,12,18,203.0,A,True,Remote,Part-time,2025-08-03 11:46:10
279,Employee279,LastName279,employee279@company.com,+1-555-349-4700,2021-08-01,10,44,41.0,A,True,Remote,Part-time,2025-08-03 11:46:10
280,Employee280,LastName280,employee280@company.com,+1-555-665-8798,2021-01-21,2,41,4.0,B,True,Remote,Part-time,2025-08-03 11:46:10
281,Employee281,LastName281,employee281@company.com,+1-555-903-6427,2021-10-22,19,7,270.0,A,True,Branch1,Contract,2025-08-03 11:46:10
282,Employee282,LastName282,employee282@company.com,+1-555-680-8790,2022-06-27,9,3,38.0,C,True,Branch1,Part-time,2025-08-03 11:46:10
283,Employee283,LastName283,employee283@company.com,+1-555-312-3362,2020-01-17,13,5,153.0,B,True,Remote,Contract,2025-08-03 11:46:10
284,Employee284,LastName284,employee284@company.com,+1-555-653-6435,2022-07-07,13,49,71.0,A,True,HQ,Full-time,2025-08-03 11:46:10
285,Employee285,LastName285,employee285@company.com,+1-555-337-2245,2021-03-23,11,39,203.0,C,True,Branch2,Part-time,2025-08-03 11:46:10
286,Employee286,LastName286,employee286@company.com,+1-555-333-6829,2021-05-17,18,25,221.0,B,False,HQ,Contract,2025-08-03 11:46:10
287,Employee287,LastName287,employee287@company.com,+1-555-917-5037,2020-10-29,3,6,137.0,B,False,Branch1,Contract,2025-08-03 11:46:10
288,Employee288,LastName288,employee288@company.com,+1-555-424-6909,2021-02-02,4,6,2.0,C,False,Branch2,Part-time,2025-08-03 11:46:10
289,Employee289,LastName289,employee289@company.com,+1-555-235-2430,2020-04-14,6,28,229.0,E,False,HQ,Full-time,2025-08-03 11:46:10
290,Employee290,LastName290,employee290@company.com,+1-555-462-2524,2020-04-01,20,39,166.0,D,True,Branch2,Part-time,2025-08-03 11:46:10
291,Employee291,LastName291,employee291@company.com,+1-555-897-2387,2021-02-01,18,16,266.0,B,False,Branch1,Full-time,2025-08-03 11:46:10
292,Employee292,LastName292,employee292@company.com,+1-555-408-5397,2020-10-02,16,10,32.0,B,False,Branch2,Part-time,2025-08-03 11:46:10
293,Employee293,LastName293,employee293@company.com,+1-555-595-2260,2020-11-02,12,17,126.0,D,True,Remote,Full-time,2025-08-03 11:46:10
294,Employee294,LastName294,employee294@company.com,+1-555-411-1110,2020-05-18,13,22,194.0,C,False,Branch2,Part-time,2025-08-03 11:46:10
295,Employee295,LastName295,employee295@company.com,+1-555-943-3230,2022-04-15,10,21,102.0,D,True,Branch1,Part-time,2025-08-03 11:46:10
296,Employee296,LastName296,employee296@company.com,+1-555-426-5775,2022-09-18,16,37,124.0,C,False,Branch2,Part-time,2025-08-03 11:46:10
297,Employee297,LastName297,employee297@company.com,+1-555-216-4273,2021-01-08,19,35,92.0,E,True,Remote,Contract,2025-08-03 11:46:10
298,Employee298,LastName298,employee298@company.com,+1-555-548-5773,2020-08-02,3,27,255.0,B,True,Branch1,Part-time,2025-08-03 11:46:10
299,Employee299,LastName299,employee299@company.com,+1-555-257-7932,2021-11-05,13,5,229.0,E,False,Remote,Contract,2025-08-03 11:46:10
300,Employee300,LastName300,employee300@company.com,+1-555-990-7853,2021-06-02,18,3,184.0,E,True,HQ,Full-time,2025-08-03 11:46:10
301,Employee301,LastName301,employee301@company.com,+1-555-780-6816,2021-11-04,6,42,22.0,E,False,Branch2,Part-time,2025-08-03 11:46:10
302,Employee302,LastName302,employee302@company.com,+1-555-110-2615,2020-04-18,9,15,261.0,E,True,Remote,Part-time,2025-08-03 11:46:10
303,Employee303,LastName303,employee303@company.com,+1-555-574-9199,2021-02-04,5,23,12.0,D,True,Branch2,Part-time,2025-08-03 11:46:10
304,Employee304,LastName304,employee304@company.com,+1-555-187-2901,2022-07-31,5,23,159.0,C,False,Branch1,Contract,2025-08-03 11:46:10
305,Employee305,LastName305,employee305@company.com,+1-555-456-8801,2021-05-09,4,29,231.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
306,Employee306,LastName306,employee306@company.com,+1-555-827-2885,2022-04-09,1,22,55.0,B,True,Branch1,Contract,2025-08-03 11:46:10
307,Employee307,LastName307,employee307@company.com,+1-555-438-7985,2020-06-12,15,15,207.0,B,True,Remote,Part-time,2025-08-03 11:46:10
308,Employee308,LastName308,employee308@company.com,+1-555-855-4232,2020-01-30,15,38,219.0,D,True,Branch1,Full-time,2025-08-03 11:46:10
309,Employee309,LastName309,employee309@company.com,+1-555-870-2025,2020-10-12,19,7,274.0,B,True,Branch2,Full-time,2025-08-03 11:46:10
310,Employee310,LastName310,employee310@company.com,+1-555-216-5298,2021-04-13,16,34,160.0,E,False,Remote,Contract,2025-08-03 11:46:10
311,Employee311,LastName311,employee311@company.com,+1-555-456-6766,2020-04-26,15,40,88.0,C,True,Branch1,Part-time,2025-08-03 11:46:10
312,Employee312,LastName312,employee312@company.com,+1-555-344-6003,2020-04-30,4,12,191.0,B,False,Remote,Contract,2025-08-03 11:46:10
313,Employee313,LastName313,employee313@company.com,+1-555-688-7286,2020-05-21,14,12,249.0,E,True,Branch1,Part-time,2025-08-03 11:46:10
314,Employee314,LastName314,employee314@company.com,+1-555-243-4065,2020-10-22,11,29,27.0,C,True,Remote,Full-time,2025-08-03 11:46:10
315,Employee315,LastName315,employee315@company.com,+1-555-934-7290,2020-07-18,18,33,253.0,D,False,Remote,Contract,2025-08-03 11:46:10
316,Employee316,LastName316,employee316@company.com,+1-555-554-9006,2022-05-10,6,6,289.0,A,True,Branch2,Full-time,2025-08-03 11:46:10
317,Employee317,LastName317,employee317@company.com,+1-555-330-9808,2020-10-08,10,11,234.0,E,False,HQ,Contract,2025-08-03 11:46:10
318,Employee318,LastName318,employee318@company.com,+1-555-374-9898,2020-04-26,12,35,21.0,D,True,Remote,Full-time,2025-08-03 11:46:10
319,Employee319,LastName319,employee319@company.com,+1-555-949-5055,2022-01-23,10,3,230.0,C,True,HQ,Part-time,2025-08-03 11:46:10
320,Employee320,LastName320,employee320@company.com,+1-555-220-4882,2022-06-05,7,48,301.0,C,False,Branch1,Contract,2025-08-03 11:46:10
321,Employee321,LastName321,employee321@company.com,+1-555-903-4385,2020-05-22,7,4,291.0,C,True,Branch1,Part-time,2025-08-03 11:46:10
322,Employee322,LastName322,employee322@company.com,+1-555-399-5740,2021-12-21,19,18,263.0,A,True,Remote,Full-time,2025-08-03 11:46:10
323,Employee323,LastName323,employee323@company.com,+1-555-987-3078,2020-10-10,5,16,74.0,C,True,Remote,Part-time,2025-08-03 11:46:10
324,Employee324,LastName324,employee324@company.com,+1-555-691-5402,2020-05-25,14,25,231.0,A,True,Remote,Contract,2025-08-03 11:46:10
325,Employee325,LastName325,employee325@company.com,+1-555-384-7046,2022-02-06,15,32,167.0,E,True,HQ,Contract,2025-08-03 11:46:10
326,Employee326,LastName326,employee326@company.com,+1-555-569-6869,2022-09-22,3,35,203.0,B,False,Branch1,Part-time,2025-08-03 11:46:10
327,Employee327,LastName327,employee327@company.com,+1-555-430-5646,2020-10-01,11,36,295.0,B,False,Branch2,Contract,2025-08-03 11:46:10
328,Employee328,LastName328,employee328@company.com,+1-555-149-1752,2022-02-19,4,41,235.0,A,True,Branch1,Part-time,2025-08-03 11:46:10
329,Employee329,LastName329,employee329@company.com,+1-555-100-8009,2021-04-12,7,45,67.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
330,Employee330,LastName330,employee330@company.com,+1-555-469-5102,2021-11-01,3,24,84.0,A,False,Branch2,Contract,2025-08-03 11:46:10
331,Employee331,LastName331,employee331@company.com,+1-555-873-4836,2021-12-17,14,42,46.0,A,True,Branch1,Part-time,2025-08-03 11:46:10
332,Employee332,LastName332,employee332@company.com,+1-555-235-4705,2020-03-20,17,44,227.0,A,True,Branch2,Full-time,2025-08-03 11:46:10
333,Employee333,LastName333,employee333@company.com,+1-555-532-3165,2022-05-30,16,5,117.0,D,True,HQ,Full-time,2025-08-03 11:46:10
334,Employee334,LastName334,employee334@company.com,+1-555-476-5902,2020-11-16,5,25,68.0,B,True,HQ,Contract,2025-08-03 11:46:10
335,Employee335,LastName335,employee335@company.com,+1-555-268-8210,2021-10-27,12,47,109.0,B,False,Remote,Full-time,2025-08-03 11:46:10
336,Employee336,LastName336,employee336@company.com,+1-555-202-3293,2020-03-29,4,38,196.0,C,False,Branch2,Full-time,2025-08-03 11:46:10
337,Employee337,LastName337,employee337@company.com,+1-555-383-2380,2020-09-10,8,36,307.0,E,True,HQ,Contract,2025-08-03 11:46:10
338,Employee338,LastName338,employee338@company.com,+1-555-408-4366,2022-06-15,17,39,260.0,B,False,Branch2,Contract,2025-08-03 11:46:10
339,Employee339,LastName339,employee339@company.com,+1-555-902-4921,2020-02-25,16,25,57.0,B,False,HQ,Contract,2025-08-03 11:46:10
340,Employee340,LastName340,employee340@company.com,+1-555-112-6916,2022-06-29,11,9,198.0,E,False,Branch2,Contract,2025-08-03 11:46:10
341,Employee341,LastName341,employee341@company.com,+1-555-276-8717,2021-11-30,3,2,300.0,A,True,Branch2,Full-time,2025-08-03 11:46:10
342,Employee342,LastName342,employee342@company.com,+1-555-161-7520,2020-02-10,17,19,321.0,E,False,Remote,Contract,2025-08-03 11:46:10
343,Employee343,LastName343,employee343@company.com,+1-555-184-9791,2021-02-15,18,40,78.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
344,Employee344,LastName344,employee344@company.com,+1-555-308-3545,2021-06-07,18,21,200.0,E,True,Branch2,Contract,2025-08-03 11:46:10
345,Employee345,LastName345,employee345@company.com,+1-555-847-4909,2021-03-23,2,16,44.0,D,True,Remote,Contract,2025-08-03 11:46:10
346,Employee346,LastName346,employee346@company.com,+1-555-156-6067,2021-09-15,6,8,6.0,B,True,Branch1,Part-time,2025-08-03 11:46:10
347,Employee347,LastName347,employee347@company.com,+1-555-455-9568,2022-09-02,17,47,132.0,B,True,Branch1,Contract,2025-08-03 11:46:10
348,Employee348,LastName348,employee348@company.com,+1-555-994-5403,2022-03-10,4,50,15.0,C,False,Branch2,Contract,2025-08-03 11:46:10
349,Employee349,LastName349,employee349@company.com,+1-555-369-2262,2020-03-06,16,30,261.0,C,True,Remote,Contract,2025-08-03 11:46:10
350,Employee350,LastName350,employee350@company.com,+1-555-476-3577,2020-06-19,9,50,52.0,E,True,Branch1,Contract,2025-08-03 11:46:10
351,Employee351,LastName351,employee351@company.com,+1-555-102-1721,2021-06-05,1,16,23.0,D,True,Remote,Full-time,2025-08-03 11:46:10
352,Employee352,LastName352,employee352@company.com,+1-555-978-1579,2020-07-02,18,46,335.0,D,True,Branch2,Full-time,2025-08-03 11:46:10
353,Employee353,LastName353,employee353@company.com,+1-555-837-6241,2021-03-02,9,5,292.0,C,True,HQ,Full-time,2025-08-03 11:46:10
354,Employee354,LastName354,employee354@company.com,+1-555-923-9450,2020-08-16,2,26,35.0,D,True,Branch2,Part-time,2025-08-03 11:46:10
355,Employee355,LastName355,employee355@company.com,+1-555-666-8483,2020-03-29,1,24,102.0,C,True,Branch1,Part-time,2025-08-03 11:46:10
356,Employee356,LastName356,employee356@company.com,+1-555-705-9083,2021-01-12,7,47,279.0,B,True,HQ,Part-time,2025-08-03 11:46:10
357,Employee357,LastName357,employee357@company.com,+1-555-338-9872,2020-01-25,12,41,355.0,A,True,HQ,Contract,2025-08-03 11:46:10
358,Employee358,LastName358,employee358@company.com,+1-555-969-6038,2021-01-20,4,14,271.0,B,False,Remote,Full-time,2025-08-03 11:46:10
359,Employee359,LastName359,employee359@company.com,+1-555-245-5584,2022-09-22,3,3,118.0,E,False,Branch2,Part-time,2025-08-03 11:46:10
360,Employee360,LastName360,employee360@company.com,+1-555-865-2391,2022-09-24,19,7,258.0,B,False,HQ,Contract,2025-08-03 11:46:10
361,Employee361,LastName361,employee361@company.com,+1-555-163-8126,2021-08-04,5,16,149.0,C,True,Remote,Contract,2025-08-03 11:46:10
362,Employee362,LastName362,employee362@company.com,+1-555-853-6345,2022-05-01,11,29,139.0,B,True,Branch1,Full-time,2025-08-03 11:46:10
363,Employee363,LastName363,employee363@company.com,+1-555-888-2785,2022-03-09,5,7,84.0,D,False,Branch2,Part-time,2025-08-03 11:46:10
364,Employee364,LastName364,employee364@company.com,+1-555-648-6870,2020-05-03,7,29,157.0,D,True,HQ,Full-time,2025-08-03 11:46:10
365,Employee365,LastName365,employee365@company.com,+1-555-926-5984,2020-06-10,20,3,110.0,C,True,HQ,Contract,2025-08-03 11:46:10
366,Employee366,LastName366,employee366@company.com,+1-555-464-7492,2020-09-11,17,4,346.0,C,True,Branch1,Full-time,2025-08-03 11:46:10
367,Employee367,LastName367,employee367@company.com,+1-555-514-8408,2022-09-01,18,48,281.0,B,True,Remote,Full-time,2025-08-03 11:46:10
368,Employee368,LastName368,employee368@company.com,+1-555-912-3290,2022-04-03,4,1,31.0,B,True,Branch1,Part-time,2025-08-03 11:46:10
369,Employee369,LastName369,employee369@company.com,+1-555-802-2376,2021-01-16,19,38,132.0,A,True,HQ,Full-time,2025-08-03 11:46:10
370,Employee370,LastName370,employee370@company.com,+1-555-761-8265,2022-07-13,5,6,169.0,A,True,Remote,Full-time,2025-08-03 11:46:10
371,Employee371,LastName371,employee371@company.com,+1-555-687-8096,2020-06-21,13,32,15.0,D,False,Branch1,Part-time,2025-08-03 11:46:10
372,Employee372,LastName372,employee372@company.com,+1-555-291-5505,2020-08-07,9,29,76.0,A,True,Branch2,Part-time,2025-08-03 11:46:10
373,Employee373,LastName373,employee373@company.com,+1-555-663-8848,2021-02-25,2,6,143.0,D,True,Remote,Full-time,2025-08-03 11:46:10
374,Employee374,LastName374,employee374@company.com,+1-555-916-9614,2021-10-20,8,41,278.0,A,False,Branch2,Part-time,2025-08-03 11:46:10
375,Employee375,LastName375,employee375@company.com,+1-555-900-8940,2021-07-11,12,37,257.0,C,False,Branch2,Full-time,2025-08-03 11:46:10
376,Employee376,LastName376,employee376@company.com,+1-555-426-4588,2020-01-27,1,50,143.0,A,False,Branch2,Contract,2025-08-03 11:46:10
377,Employee377,LastName377,employee377@company.com,+1-555-263-2640,2020-08-26,8,43,123.0,C,True,Branch1,Contract,2025-08-03 11:46:10
378,Employee378,LastName378,employee378@company.com,+1-555-916-7363,2022-05-16,12,12,90.0,B,True,Branch2,Contract,2025-08-03 11:46:10
379,Employee379,LastName379,employee379@company.com,+1-555-820-6761,2020-01-29,19,37,72.0,E,True,Remote,Contract,2025-08-03 11:46:10
380,Employee380,LastName380,employee380@company.com,+1-555-279-9035,2020-11-12,2,6,28.0,B,True,HQ,Contract,2025-08-03 11:46:10
381,Employee381,LastName381,employee381@company.com,+1-555-100-6435,2021-05-04,20,13,66.0,C,True,Branch2,Full-time,2025-08-03 11:46:10
382,Employee382,LastName382,employee382@company.com,+1-555-251-3320,2020-01-23,4,34,186.0,A,True,Remote,Contract,2025-08-03 11:46:10
383,Employee383,LastName383,employee383@company.com,+1-555-444-5944,2020-04-13,11,9,80.0,D,False,Branch2,Full-time,2025-08-03 11:46:10
384,Employee384,LastName384,employee384@company.com,+1-555-675-6846,2021-12-25,8,43,301.0,B,False,Branch2,Contract,2025-08-03 11:46:10
385,Employee385,LastName385,employee385@company.com,+1-555-401-3086,2021-12-06,6,47,,E,False,HQ,Full-time,2025-08-03 11:46:10
386,Employee386,LastName386,employee386@company.com,+1-555-425-4619,2021-09-08,19,7,254.0,B,True,HQ,Full-time,2025-08-03 11:46:10
387,Employee387,LastName387,employee387@company.com,+1-555-427-3750,2020-12-21,3,46,343.0,C,False,HQ,Part-time,2025-08-03 11:46:10
388,Employee388,LastName388,employee388@company.com,+1-555-355-2110,2020-08-02,12,17,55.0,A,True,Remote,Part-time,2025-08-03 11:46:10
389,Employee389,LastName389,employee389@company.com,+1-555-529-3725,2022-01-20,14,32,193.0,C,False,HQ,Part-time,2025-08-03 11:46:10
390,Employee390,LastName390,employee390@company.com,+1-555-984-4695,2022-03-18,6,29,37.0,A,True,HQ,Part-time,2025-08-03 11:46:10
391,Employee391,LastName391,employee391@company.com,+1-555-207-2215,2020-09-24,11,11,192.0,B,True,HQ,Part-time,2025-08-03 11:46:10
